,full_address,status,price,bed,bath,house,acre_lot,house*acre lot,street,city,state,zip_code,house_size,sold_date,sold_year,n1_total,total_credit_amt,taxable_income_amt,mortgageint_amt,p_mortgageint_nr,inctax_amt,p_unemploy_nr,agi_amt,num_dependents,p_re_taxes_nr,agi_bucket
3880,"465 W 23rd St Apt 4D, New York, NY, 10011",for_sale,615000,0,1,0,NA,0,465 W 23rd St Apt 4D,New York,New York,10011,500,4/25/11,2011,30748,0.874300768,156.1903213,4.251626122,0.271009497,41.34636399,0.069207753,198.7161116,0.181475218,0.29758033,3.485592559
3881,"466 Wolcott St, Bristol, CT, 06010",for_sale,239900,3,2,1,0.31,0.31,466 Wolcott St,Bristol,Connecticut,6010,1137,5/8/13,2013,30180,0.317892644,36.33071571,2.016235918,0.303843605,5.719052353,0.124585818,54.54367131,0.516235918,0.348575215,2.465871438
3882,"4670 Bedford Ave Apt 2D, Brooklyn, NY, 11235",for_sale,645000,2,2,0,NA,0,4670 Bedford Ave Apt 2D,Brooklyn,New York,11235,1050,9/19/14,2014,37550,0.326391478,37.21509987,1.393928096,0.15792277,7.012170439,0.043408788,55.60071904,0.53448735,0.18482024,2.276165113
3883,"4678 South Rd, Woodstock, VT, 05071",for_sale,995000,3,3,1,0.85,0.85,4678 South Rd,Woodstock,Vermont,5071,2276,1/28/13,2013,180,0.316666667,47.77222222,2.461111111,0.222222222,8.077777778,0,74.90555556,0.277777778,0.444444444,2.555555556
3884,"468 Andover Pl, East Brunswick, NJ, 08816",for_sale,299999,2,3,1,0.09,0.09,468 Andover Pl,East Brunswick,New Jersey,8816,1200,11/4/13,2013,23130,0.523735409,71.67310852,3.436532642,0.387808042,15.51781236,0.079118029,98.22658885,0.690877648,0.496757458,3.085170774
3885,"47 Emily Ln, Staten Island, NY, 10312",for_sale,325000,1,2,1,0.02,0.02,47 Emily Ln,Staten Island,New York,10312,929,4/20/10,2010,27509,0.455778109,47.46555673,5.073721328,0.401577665,8.413755498,0.116289214,72.65749391,0.636955178,0.458577193,2.905558181
3886,"47 Franklin St, Brandon, VT, 05733",for_sale,149000,3,2,1,0.26,0.26,47 Franklin St,Brandon,Vermont,5733,1433,2/24/14,2014,2880,0.323958333,32.69895833,1.111111111,0.170138889,4.724652778,0.065972222,49.70243056,0.430555556,0.211805556,2.25
3887,"47 Grandview Cir, Storrs, CT, 06268",for_sale,54000,2,1,1,NA,0,47 Grandview Cir,Storrs,Connecticut,6268,720,6/30/10,2010,3379,0.420538621,50.57591003,2.995264871,0.325244155,9.064220183,0.073394525,71.35809411,0.497780408,0.430896715,2.797573247
3888,"47 Hubbard St, Bloomfield, CT, 06002",for_sale,245000,4,2,1,0.28,0.28,47 Hubbard St,Bloomfield,Connecticut,6002,1594,5/10/10,2010,11371,0.458798698,44.89508399,3.283616217,0.382112391,7.989710667,0.125582622,66.32213526,0.446398734,0.452730631,2.627033682
3889,"47 Lincoln St, Pittsfield, MA, 01201",for_sale,475000,10,4,1,0.13,0.13,47 Lincoln St,Pittsfield,Massachusetts,1201,3736,10/1/13,2013,22050,0.290657596,32.96843537,1.292380952,0.213605442,5.453333333,0.079818594,49.41401361,0.482993197,0.251247166,2.234013605
3890,"47 Mountain View Ave, Bristol, CT, 06010",for_sale,219900,3,2,1,0.35,0.35,47 Mountain View Ave,Bristol,Connecticut,6010,1297,10/9/12,2012,29910,0.362086259,35.68034102,2.263925109,0.31628218,5.546807088,0.136743564,53.89027081,0.516883985,0.362420595,2.45068539
3891,"47 Newtown Blvd, Robbinsville, NJ, 08691",for_sale,545000,3,3,1,0.1,0.1,47 Newtown Blvd,Robbinsville,New Jersey,8691,1814,4/9/14,2014,7540,0.500530504,87.11167109,4.518302387,0.482758621,18.97334218,0.054376658,116.0874005,0.667108753,0.583554377,3.458885942
3892,"47 Park Place Cir Unit 47, West Hartford, CT, 06110",for_sale,439900,3,4,0,NA,0,47 Park Place Cir Unit 47,West Hartford,Connecticut,6110,2016,7/19/12,2012,6460,0.360990712,33.73606811,2.255108359,0.312693498,5.212383901,0.106811146,51.8747678,0.575851393,0.36996904,2.417956656
3893,"47 Prospect Ave, West Haven, CT, 06516",for_sale,389900,6,2,1,0.14,0.14,47 Prospect Ave,West Haven,Connecticut,6516,2403,2/4/13,2013,26040,0.299385561,28.7437788,1.68859447,0.25499232,4.243202765,0.119047619,46.25541475,0.588325653,0.299539171,2.245391705
3894,"47 Ridgewood Rd, East Haddam, CT, 06423",for_sale,179900,2,1,1,0.13,0.13,47 Ridgewood Rd,East Haddam,Connecticut,6423,650,11/9/10,2010,2454,0.462510187,53.99388753,5.052159739,0.478810106,9.800325998,0.131214385,77.08353708,0.543194784,0.552159739,2.984922575
3895,"47 Woodruff Ave, Scarsdale, NY, 10583",for_sale,895000,3,2,1,0.11,0.11,47 Woodruff Ave,Scarsdale,New York,10583,1800,6/12/12,2012,18840,2.132006369,314.5977176,7.463481953,0.442144374,84.94347134,0.049363057,392.1322187,0.760615711,0.58492569,3.823248408
3896,"470 Market St, Paterson, NJ, 07501",for_sale,299000,4,5,1,0.06,0.06,470 Market St,Paterson,New Jersey,7501,1600,9/4/14,2014,14500,0.238206897,11.12703448,0.332206897,0.049655172,1.291103448,0.091724138,25.50027586,0.882068966,0.057241379,1.524137931
3897,"470 W 24th St Apt 11A, New York, NY, 10011",for_sale,1395000,1,1,0,NA,0,470 W 24th St Apt 11A,New York,New York,10011,875,8/27/14,2014,30270,1.136967294,216.4260654,3.624942187,0.271225636,61.31212422,0.038982491,262.9616452,0.182028411,0.301949125,3.777006938
3898,"470 W 24th St Unit 8HI, New York, NY, 10011",for_sale,3250000,3,2,0,NA,0,470 W 24th St Unit 8HI,New York,New York,10011,1600,9/13/13,2013,30420,1.269625247,196.469691,3.665614727,0.271860618,56.0622288,0.053254438,243.9987837,0.180802104,0.302103879,3.652859961
3899,"4701 Old Egg Harbor Rd, Egg Harbor City, NJ, 08215",for_sale,2.00E+05,2,1,1,2.02,2.02,4701 Old Egg Harbor Rd,Egg Harbor City,New Jersey,8215,1024,11/16/11,2011,6487,0.353630338,32.69307846,2.434715585,0.305996609,5.168953291,0.194388793,51.36704178,0.673192539,0.361338061,2.361954679
3900,"4702 Springfield Ave, Philadelphia, PA, 19143",for_sale,780000,5,3,0,0.07,0,4702 Springfield Ave,Philadelphia,Pennsylvania,19143,3450,11/21/12,2012,27630,0.284654361,16.74020992,0.595765472,0.105320304,2.233405718,0.121245024,30.81534564,0.735432501,0.124140427,1.717336229
3901,"471 Deercliff Rd, Avon, CT, 06001",for_sale,895000,4,3,1,3.84,3.84,471 Deercliff Rd,Avon,Connecticut,6001,3100,12/20/13,2013,9250,0.693513514,135.6398919,4.707243243,0.450810811,35.28075676,0.052972973,169.1938378,0.632432432,0.580540541,3.545945946
3902,"4719 Leiper St, Philadelphia, PA, 19124",for_sale,228000,5,2,0,0.07,0,4719 Leiper St,Philadelphia,Pennsylvania,19124,2262,4/16/14,2014,26750,0.317682243,13.58523364,0.585495327,0.115514019,1.594130841,0.086728972,28.73420561,0.962616822,0.118504673,1.653831776
3903,"472 Skyline Dr, Orange, CT, 06477",for_sale,495000,4,3,1,1.07,1.07,472 Skyline Dr,Orange,Connecticut,6477,1548,7/3/12,2012,6910,0.374529667,82.69580318,4.108104197,0.419681621,17.82821997,0.070911722,110.6127352,0.603473227,0.554269175,3.253256151
3904,"473 Hicks St Apt 1B, Brooklyn, NY, 11231",for_sale,1350000,2,2,0,NA,0,473 Hicks St Apt 1B,Brooklyn,New York,11231,1123,9/10/14,2014,16810,0.494765021,103.1659726,2.494467579,0.159428911,25.81397977,0.057703748,130.3831648,0.511005354,0.184414039,3.12492564
3905,"473 Lincoln Ave, Staten Island, NY, 10306",for_sale,825000,3,4,1,0.06,0.06,473 Lincoln Ave,Staten Island,New York,10306,1748,8/31/11,2011,26194,0.353363366,42.53504619,3.934603344,0.333167901,7.404711003,0.102237154,65.31411774,0.612888448,0.384286478,2.721195694
3906,"473 Old County Rd, Rockland, ME, 04841",for_sale,249000,3,1,1,2.07,2.07,473 Old County Rd,Rockland,Maine,4841,1261,6/1/10,2010,3564,0.283108895,22.01066218,1.395622896,0.188271605,3.128507295,0.099887823,37.2516835,0.425925926,0.231762065,1.897586981
3907,"4740 Smick St, Philadelphia, PA, 19127",for_sale,344000,4,2,0,0.03,0,4740 Smick St,Philadelphia,Pennsylvania,19127,1512,6/22/12,2012,2790,0.150537634,37.91935484,1.745878136,0.200716846,6.847311828,0.078853047,52.03584229,0.154121864,0.207885305,2.419354839
3908,"475 E Main St, Orange, MA, 01364",for_sale,160000,5,2,1,1.27,1.27,475 E Main St,Orange,Massachusetts,1364,1495,4/29/11,2011,3318.0001,0.352320695,24.96292875,1.930681105,0.257685375,3.282398967,0.135623926,41.42736466,0.595238107,0.284508762,2.135021214
3909,"475 Fdr Dr Apt L1702, New York, NY, 10002",for_sale,925000,2,1,0,NA,0,475 Fdr Dr Apt L1702,New York,New York,10002,1000,10/7/13,2013,43410,0.184634877,31.04360746,0.659594563,0.074176457,6.37265607,0.052983184,46.12644552,0.454503571,0.082699839,1.964293941
3910,"475 Park Ave Apt 9B, New York City, NY, 10022",for_sale,999000,1,1,0,NA,0,475 Park Ave Apt 9B,New York City,New York,10022,1000,7/2/13,2013,19780,3.460970677,341.2758847,4.457836198,0.357431749,98.11370071,0.037917088,507.4180485,0.233063701,0.411526795,3.96562184
3911,"475 Sterling Pl Apt 4I, Brooklyn, NY, 11238",for_sale,1275000,2,2,0,NA,0,475 Sterling Pl Apt 4I,Brooklyn,New York,11238,1119,2/18/10,2010,28072,0.27269165,41.56362211,2.093616415,0.158022229,7.86092904,0.107473639,59.0722428,0.367091764,0.160872043,2.406704189
3912,"476 Monmouth St Apt 102, Jersey City, NJ, 07302",for_sale,519000,1,1,0,NA,0,476 Monmouth St Apt 102,Jersey City,New Jersey,7302,663,11/29/10,2010,21425,0.410221704,73.41754959,3.442380397,0.222683781,15.92429405,0.105810968,94.55430572,0.31117853,0.238693116,3.172228705
3913,"477 Evergreen Rd Unit 477, Torrington, CT, 06790",for_sale,152000,2,2,0,NA,0,477 Evergreen Rd Unit 477,Torrington,Connecticut,6790,1154,3/29/12,2012,17440,0.318463303,31.08365826,2.040309633,0.290137615,4.651834862,0.114105505,48.61920872,0.495412844,0.338876147,2.310206422
3914,"477 Wethersfield Rd, Berlin, CT, 06037",for_sale,450000,4,3,1,0.88,0.88,477 Wethersfield Rd,Berlin,Connecticut,6037,1911,2/25/13,2013,10080,0.350992063,55.67142857,2.857539683,0.385912698,10.19146825,0.08531746,77.47986111,0.5,0.488095238,2.965277778
3915,"479 Garden St, Hartford, CT, 06112",for_sale,209900,6,2,1,0.13,0.13,479 Garden St,Hartford,Connecticut,6112,2450,7/10/13,2013,9530,0.269359916,13.90514166,0.635047219,0.11227702,1.634312697,0.164742917,28.07082896,0.771248688,0.121720881,1.649527807
3916,"48-15 11th St Unit 3A, New York City, NY, 11101",for_sale,1075000,1,1,0,NA,0,48-15 11th St Unit 3A,New York City,New York,11101,867,1/10/14,2014,15810,0.248513599,51.95154965,1.365401645,0.094244149,10.7974067,0.054395952,70.12049336,0.453510436,0.098039216,2.594560405
3917,"48-15 11th St Unit 8G, New York City, NY, 11101",for_sale,950000,1,1,0,NA,0,48-15 11th St Unit 8G,New York City,New York,11101,826,4/19/10,2010,13116,0.241308326,33.98818237,1.720570296,0.096675816,6.682067704,0.113144251,50.60323269,0.486810003,0.096828301,2.147301006
3918,"48 Alpine Cir, Newtown, CT, 06482",for_sale,384999,3,2,1,0.43,0.43,48 Alpine Cir,Newtown,Connecticut,6482,1348,8/18/14,2014,5120,0.598632813,87.40039063,4.880273438,0.46875,19.23769531,0.060546875,116.4421875,0.69140625,0.55078125,3.3125
3919,"48 Bond St Apt 3B, New York, NY, 10012",for_sale,2495000,2,2,0,NA,0,48 Bond St Apt 3B,New York,New York,10012,1551,7/29/13,2013,12780,1.194366197,172.5265258,2.280907668,0.151799687,49.48967136,0.042253521,209.9091549,0.194053208,0.179186228,3.407668232
3920,"48 Cherry St, Edison, NJ, 08817",for_sale,364000,2,2,1,0.17,0.17,48 Cherry St,Edison,New Jersey,8817,1500,6/23/10,2010,21813,0.491587585,41.65428873,2.702883602,0.273919222,6.730848577,0.137761885,61.77985605,0.636363636,0.32732774,2.693348003
3921,"48 Florence Way Unit 48, Farmington, CT, 06032",for_sale,349000,3,3,0,NA,0,48 Florence Way Unit 48,Farmington,Connecticut,6032,1878,7/9/14,2014,9360,0.670940171,111.0438034,3.325747863,0.368589744,26.78376068,0.049145299,139.0871795,0.502136752,0.478632479,3.291666667
3922,"48 Goller Pl, Staten Island, NY, 10314",for_sale,719000,3,3,1,0.06,0.06,48 Goller Pl,Staten Island,New York,10314,1530,12/11/12,2012,39230,0.353275554,41.6161611,3.382207494,0.316084629,7.058883508,0.093550854,64.31669641,0.649502931,0.367830742,2.714759113
3923,"48 Indiana Ave, Blackwood, NJ, 08012",for_sale,199900,3,1,1,0.14,0.14,48 Indiana Ave,Blackwood,New Jersey,8012,1248,5/23/14,2014,19160,0.367849687,39.43387265,2.162578288,0.330375783,6.225835073,0.081419624,59.22745303,0.581941545,0.388830898,2.61691023
3924,"48 Kings Hwy Unit 303, Ledyard, CT, 06335",for_sale,125000,2,1,0,NA,0,48 Kings Hwy Unit 303,Ledyard,Connecticut,6335,826,11/6/13,2013,3300,0.397575758,51.17545455,2.925454545,0.381818182,8.323636364,0.087878788,72.71575758,0.563636364,0.457575758,2.987878788
3925,"48 Salem St, Greenwich, NY, 12834",for_sale,539900,5,3,1,0.1,0.1,48 Salem St,Greenwich,New York,12834,2844,2/22/12,2012,3150,0.363492063,34.35365079,1.61047619,0.250793651,5.602857143,0.082539683,55.27396825,0.53968254,0.295238095,2.425396825
3926,"48 Sinawoy Rd, Greenwich, CT, 06807",for_sale,1195000,4,3,1,0.35,0.35,48 Sinawoy Rd,Greenwich,Connecticut,6807,1981,7/16/13,2013,3490,0.718911175,172.656447,6.736676218,0.369627507,48.05472779,0.06017192,211.6166189,0.676217765,0.487106017,3.544412607
3927,"48 Sunnyside Ter, Staten Island, NY, 10301",for_sale,925000,3,2,1,0.09,0.09,48 Sunnyside Ter,Staten Island,New York,10301,2350,8/20/12,2012,17180,0.290279395,42.11769499,2.525611176,0.227008149,8.214377183,0.083236321,63.2136787,0.647264261,0.259604191,2.47322468
3928,"480 Denny St, Dover, DE, 19901",for_sale,298000,5,3,1,0.24,0.24,480 Denny St,Dover,Delaware,19901,2752,5/1/12,2012,14550,0.312508591,28.41024055,1.669484536,0.181443299,4.542199313,0.083848797,45.43264605,0.667353952,0.193814433,2.109278351
3929,"480 East Ave, Bridgeport, CT, 06610",for_sale,274900,3,3,1,0.06,0.06,480 East Ave,Bridgeport,Connecticut,6610,1252,3/23/10,2010,10564.0001,0.377224542,19.20948487,1.640950392,0.206077251,2.466773935,0.201817501,35.09030638,0.676448318,0.224252185,1.877981864
3930,"480 Hartford Ave, Wethersfield, CT, 06109",for_sale,369900,4,2,1,0.47,0.47,480 Hartford Ave,Wethersfield,Connecticut,6109,3024,10/4/10,2010,13906,0.447001294,47.92060981,3.347907378,0.391629512,8.391126133,0.117143686,68.91895585,0.512224939,0.495181936,2.798935711
3931,"481 Flax Hill Rd, Norwalk, CT, 06854",for_sale,749000,3,3,1,1.01,1.01,481 Flax Hill Rd,Norwalk,Connecticut,6854,2626,7/26/13,2013,14250,0.286385965,41.87663158,2.253192982,0.218947368,8.451508772,0.091929825,60.8805614,0.606315789,0.254736842,2.331929825
3932,"481 Roosevelt Dr, Oxford, CT, 06478",for_sale,299900,2,2,1,0.1,0.1,481 Roosevelt Dr,Oxford,Connecticut,6478,771,3/1/11,2011,6010,0.404825291,57.86222962,5.399667221,0.482529118,10.38269551,0.121464226,82.88219634,0.617138103,0.557570715,3.156572379
3933,"481 S Carlton St, Lindenwold, NJ, 08021",for_sale,2.00E+05,3,2,1,0.36,0.36,481 S Carlton St,Lindenwold,New Jersey,8021,1500,5/24/13,2013,22260,0.32214735,26.81212938,1.411185984,0.238095238,3.851572327,0.115453729,43.962354,0.664869721,0.273584906,2.169811321
3934,"482 Three Mile Rd, Glastonbury, CT, 06033",for_sale,739900,4,4,1,1.82,1.82,482 Three Mile Rd,Glastonbury,Connecticut,6033,3704,12/11/13,2013,14260,0.483169705,90.54922861,3.725525947,0.434782609,20.63597475,0.058906031,117.6748948,0.615007013,0.550490884,3.349929874
3935,"4821 Mulberry St, Philadelphia, PA, 19124",for_sale,135000,3,1,0,0.05,0,4821 Mulberry St,Philadelphia,Pennsylvania,19124,1502,3/18/10,2010,28547,0.361929453,13.3586016,0.79447928,0.131782674,1.490699548,0.147896455,27.50439626,0.805653834,0.133288962,1.61705258
3936,"4824 Robertson St, Wakefield, NY, 10470",for_sale,780000,4,3,1,0.05,0.05,4824 Robertson St,Wakefield,New York,10470,1500,6/5/12,2012,7270,0.27221458,28.79215956,1.340990371,0.147180193,4.469325997,0.082530949,45.91389271,0.584594223,0.16781293,2.244841816
3937,"485 18th St Apt 2A, New York City, NY, 11215",for_sale,2195000,3,2,0,0.14,0,485 18th St Apt 2A,New York City,New York,11215,1660,2/5/14,2014,33670,0.534155034,100.0601129,3.052212652,0.215325215,23.61122661,0.048114048,126.592278,0.434214434,0.242649243,3.346302346
3938,"486 Mohegan Avenue Pkwy, Waterford, CT, 06375",for_sale,245500,4,2,1,0.17,0.17,486 Mohegan Avenue Pkwy,Waterford,Connecticut,6375,1672,10/25/12,2012,1960,0.35,43.15663265,2.817346939,0.341836735,6.926020408,0.102040816,63.19846939,0.494897959,0.418367347,2.729591837
3939,"488 West Rd, New Canaan, CT, 06840",for_sale,10600000,8,11,1,4.02,4.02,488 West Rd,New Canaan,Connecticut,6840,11923,7/12/10,2010,8858,2.187514112,420.317566,12.46850305,0.441860465,122.7305261,0.06231655,514.3400316,0.848611425,0.587378641,3.812147212
3940,"49 Downing St Apt 3B, New York, NY, 10014",for_sale,1295000,1,1,0,NA,0,49 Downing St Apt 3B,New York,New York,10014,870,3/12/13,2013,18950,1.460474934,210.8172032,2.996939314,0.216358839,61.36575198,0.049076517,256.5323483,0.155145119,0.254881266,3.719788918
3941,"49 E 96th St Unit 16B, New York City, NY, 10128",for_sale,810000,1,1,0,NA,0,49 E 96th St Unit 16B,New York City,New York,10128,950,12/16/14,2014,33260,2.000090198,278.3731209,3.341671678,0.244437763,80.13866506,0.03517739,347.5190319,0.318400481,0.276608539,3.623271197
3942,"49 E Riding Dr, Cherry Hill, NJ, 08003",for_sale,550000,4,3,1,0.34,0.34,49 E Riding Dr,Cherry Hill,New Jersey,8003,2840,8/20/12,2012,14740,0.538670285,89.32930801,4.009565807,0.439620081,20.13717775,0.0807327,120.5664179,0.678426052,0.567842605,3.28358209
3943,"49 King St Apt 8, Manhattan, NY, 10014",for_sale,1295000,1,1,0,NA,0,49 King St Apt 8,Manhattan,New York,10014,775,12/16/14,2014,19040,1.786764706,253.468645,2.962289916,0.213760504,74.19732143,0.035189076,302.1161765,0.158088235,0.253151261,3.847689076
3944,"49 McLaughlin St, Staten Island, NY, 10305",for_sale,699000,4,3,1,0.11,0.11,49 McLaughlin St,Staten Island,New York,10305,2200,9/8/11,2011,18471,0.348979481,36.51588977,3.321260354,0.295598506,6.171674517,0.102539115,57.57116561,0.648475989,0.332683666,2.523523361
3945,"49 Oakfield Rd, Toms River, NJ, 08757",for_sale,326340,2,2,1,0.14,0.14,49 Oakfield Rd,Toms River,New Jersey,8757,1404,1/14/14,2014,16920,0.169326241,26.90626478,1.535460993,0.23286052,3.943439716,0.064420804,43.65053191,0.289598109,0.304373522,2.175531915
3946,"49 Olympia Ln, Sicklerville, NJ, 08081",for_sale,390000,3,3,1,NA,0,49 Olympia Ln,Sicklerville,New Jersey,8081,1980,7/24/12,2012,22970,0.456595559,38.55973008,3.472050501,0.423160644,6.082020026,0.151501959,60.29216369,0.760992599,0.458424031,2.633870266
3947,"49 Poplar St, Yonkers, NY, 10701",for_sale,259000,4,1,1,0.06,0.06,49 Poplar St,Yonkers,New York,10701,692,10/20/14,2014,28660,0.300209351,27.58133287,1.126831821,0.135729239,4.478122819,0.062805304,44.98021633,0.740404745,0.157013259,2.130146546
3948,"49 W 72nd St Apt 3E, New York City, NY, 10023",for_sale,599000,1,1,0,NA,0,49 W 72nd St Apt 3E,New York City,New York,10023,650,4/18/11,2011,34598,1.395456385,210.2885427,4.434504885,0.308254812,57.21284467,0.067258223,267.7071507,0.269553153,0.348575062,3.663101913
3949,"49 Warren St Unit A, Newburyport, MA, 01950",for_sale,849000,2,3,0,NA,0,49 Warren St Unit A,Newburyport,Massachusetts,1950,2400,3/17/11,2011,9244,0.378948507,73.74783643,5.083405452,0.424058849,14.90794029,0.085244483,97.35006491,0.495240156,0.493401125,3.038727823
3950,"490 Defrancesco Cir, Glassboro, NJ, 08028",for_sale,414900,3,3,1,0.24,0.24,490 Defrancesco Cir,Glassboro,New Jersey,8028,2912,8/6/14,2014,7940,0.322544081,38.33098237,2.229596977,0.33627204,6.235516373,0.076826196,58.05869018,0.619647355,0.400503778,2.55163728
3951,"490 Main St Unit 103, Northborough, MA, 01532",for_sale,425000,2,2,0,12.26,0,490 Main St Unit 103,Northborough,Massachusetts,1532,1640,6/3/11,2011,7426,0.384325343,72.98882305,4.768381363,0.430649071,15.36089416,0.091300835,98.16980878,0.671290062,0.504174522,3.135200646
3952,"490 Schindler Dr, Yardley, PA, 19067",for_sale,774900,4,4,1,0.37,0.37,490 Schindler Dr,Yardley,Pennsylvania,19067,3322,8/23/13,2013,26300,0.382243346,76.90403042,3.655969582,0.386311787,16.6818251,0.072623574,101.7234601,0.601901141,0.458174905,3.096958175
3953,"490 Yardville Hamilton Squ Rd, Hamilton, NJ, 08691",for_sale,439900,4,2,1,0.48,0.48,490 Yardville Hamilton Squ Rd,Hamilton,New Jersey,8691,1976,6/24/13,2013,7410,0.560323887,84.57462888,4.630499325,0.489878543,18.38016194,0.070175439,113.2979757,0.67071525,0.587044534,3.431848853
3954,"491 Burton Rd, Beacon Falls, CT, 06403",for_sale,589900,8,6,1,0.85,0.85,491 Burton Rd,Beacon Falls,Connecticut,6403,2930,5/8/14,2014,3060,0.340196078,47.99542484,2.841830065,0.382352941,7.795424837,0.098039216,68.61143791,0.503267974,0.437908497,2.911764706
3955,"4915 Pulaski Ave, Philadelphia, PA, 19144",for_sale,230000,4,2,0,0.06,0,4915 Pulaski Ave,Philadelphia,Pennsylvania,19144,1520,12/13/12,2012,17600,0.302727273,20.093125,0.837045455,0.1375,2.839545455,0.125,34.82153409,0.694318182,0.153977273,1.853977273
3956,"4925 Boudinot St, Philadelphia, PA, 19120",for_sale,139000,3,1,0,0.03,0,4925 Boudinot St,Philadelphia,Pennsylvania,19120,1184,5/20/10,2010,32080.0001,0.372381548,13.91321692,0.749220699,0.146072322,1.515430173,0.133572322,28.05844755,0.736097258,0.147880302,1.646851635
3957,"4930 Jackson Dr, Brookhaven, PA, 19015",for_sale,349500,3,3,1,0.38,0.38,4930 Jackson Dr,Brookhaven,Pennsylvania,19015,1334,2/21/13,2013,8240,0.352427184,30.64162621,1.798665049,0.290048544,4.425849515,0.084951456,47.65303398,0.594660194,0.325242718,2.317961165
3958,"495 E 18th St, New York City, NY, 11226",for_sale,2995000,7,4,1,0.15,0.15,495 E 18th St,New York City,New York,11226,3080,7/12/10,2010,47998,0.351389641,17.14171424,0.726801117,0.063960998,2.306283595,0.113025545,32.03004292,0.644256011,0.065419392,1.754156423
3959,"495 E 7th St Apt 2C, Brooklyn, NY, 11218",for_sale,440000,1,1,0,NA,0,495 E 7th St Apt 2C,Brooklyn,New York,11218,831,2/26/10,2010,31229,0.293509238,27.38204874,1.6718755,0.144096833,4.549393192,0.090172596,44.72218131,0.792980883,0.158570559,2.110346153
3960,"496 Vineland Ave, Staten Island, NY, 10312",for_sale,1172500,5,4,1,0.13,0.13,496 Vineland Ave,Staten Island,New York,10312,3336,6/20/14,2014,28790,0.372872525,52.94126433,3.894025703,0.366794026,9.612851685,0.059048281,78.04581452,0.600208406,0.429663077,2.993053143
3961,"498 Juniper Ln, Cheshire, CT, 06410",for_sale,363000,3,2,1,0.49,0.49,498 Juniper Ln,Cheshire,Connecticut,6410,1508,6/30/14,2014,13380,0.400523169,79.43632287,3.537294469,0.42077728,16.76083707,0.056053812,104.8487294,0.594917788,0.522421525,3.254110613
3962,"5 Albemarle St Apt 2, Boston, MA, 02115",for_sale,829000,2,1,0,0.02,0,5 Albemarle St Apt 2,Boston,Massachusetts,2115,803,5/31/13,2013,7270,0.844154058,81.81086657,1.399862448,0.111416781,19.20316369,0.04264099,102.0331499,0.200825309,0.140302613,2.60522696
3963,"5 Benton Ave, Great Barrington, MA, 01230",for_sale,549000,3,2,1,0.01,0.01,5 Benton Ave,Great Barrington,Massachusetts,1230,1464,10/12/12,2012,3720,0.338709677,48.01102151,2.40672043,0.26344086,8.704569892,0.077956989,69.55994624,0.39516129,0.341397849,2.389784946
3964,"5 Bradford Rd, East Brunswick, NJ, 08816",for_sale,369900,3,1,1,0.16,0.16,5 Bradford Rd,East Brunswick,New Jersey,8816,1356,5/25/12,2012,22970,0.524205485,71.80265564,3.82890727,0.400957771,15.56373531,0.107531563,99.37174576,0.696996082,0.505877231,3.070091424
3965,"5 Candleset Cove Rd, New Milford, CT, 06776",for_sale,479900,4,3,1,0.77,0.77,5 Candleset Cove Rd,New Milford,Connecticut,6776,1288,8/17/10,2010,12788,0.509618392,46.62316234,4.993274945,0.447607132,8.17453863,0.125430091,69.30880513,0.609868627,0.49491711,2.768220206
3966,"5 Coit St, New London, CT, 06320",for_sale,160000,4,2,1,0.07,0.07,5 Coit St,New London,Connecticut,6320,2072,11/29/10,2010,12689,0.28670502,22.91181338,1.368665774,0.167861928,3.449286784,0.145953196,37.76909134,0.507132162,0.196232958,1.906533218
3967,"5 Conca St, North Providence, RI, 02904",for_sale,210000,3,1,1,0.16,0.16,5 Conca St,North Providence,Rhode Island,2904,960,8/21/12,2012,14090,0.29112846,29.08211498,1.793825408,0.246273953,4.552803407,0.129879347,45.52313698,0.501064585,0.278921221,2.17246274
3968,"5 Cronomer Heights Dr, Newburgh, NY, 12550",for_sale,549000,4,3,1,1.6,1.6,5 Cronomer Heights Dr,Newburgh,New York,12550,2880,4/19/10,2010,24096,0.388072709,30.06540505,2.794737716,0.276809429,4.917247676,0.11188579,49.32793825,0.715720452,0.304531873,2.240205843
3969,"5 Dawn Way, Toms River, NJ, 08757",for_sale,265000,2,2,1,0.12,0.12,5 Dawn Way,Toms River,New Jersey,8757,1161,2/3/10,2010,16618,0.236009153,24.22752437,2.172463594,0.263389096,3.385004212,0.140931526,40.76194488,0.287940787,0.339150319,2.091045854
3970,"5 Driftwood Ct, Barnegat, NJ, 08005",for_sale,419900,4,3,1,0.25,0.25,5 Driftwood Ct,Barnegat,New Jersey,8005,1872,11/5/12,2012,11310,0.322988506,35.45932803,3.142351901,0.352785146,5.363395225,0.152961981,56.1795756,0.534040672,0.436781609,2.560565871
3971,"5 E 24th St, Wilmington, DE, 19802",for_sale,65000,3,1,1,0.02,0.02,5 E 24th St,Wilmington,Delaware,19802,1150,3/27/14,2014,11680,0.264297945,24.52714041,1.259503425,0.1875,3.857962329,0.068493151,40.11481164,0.709760274,0.194349315,1.991438356
3972,"5 Elsie Rd, Brockton, MA, 02302",for_sale,484900,3,2,1,0.27,0.27,5 Elsie Rd,Brockton,Massachusetts,2302,1452,8/10/12,2012,15640,0.369309463,24.32985934,2.314194373,0.276214834,3.224488491,0.118286445,41.21604859,0.672634271,0.292838875,2.127877238
